X,Y,SITEADDRESS,CITY,ZIPCODE,PERMITSTATUS,PERMITYEAR,PROJECTNAME,PROJECTDESCRIPTION,ISSUEDDATE,TOTALPAID,SUBAREA,NEIGHBORHOODAREA,SUBTYPE,ZONING,LOTSIZE
-122.19811625,47.638672246999995,3075 112th Ave NE  - Bldg C,Bellevue,980048003,Closed,2021,Corporate Campus East (our ref #146099-1),"Please provide a Zoning Verification Letter, and copies of any open/unresolved Zoning, and Building Code Violations (on file), Variances, Conditional and/or Special Use Permits (excluding signage), and Certificates of Occupancy for the property located at:  3075 112TH AVE NE, 3055 112TH AVE NE, and 3025 112TH AVE. Parcel Numbers: 202505-9097, 202505-9245, and 202505-9202. Please do not exceed $1,122.00 without prior approval. &#13;&#10;(our ref #146099-1)",2021/05/14 06:59:59+00,374.0,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,207578.0
-122.196001217,47.63818607899999,3025 112th Ave NE  - Bldg A,Bellevue,980048002,Closed,2021,Corporate Campus East,"Please provide the following. 1- zoning verification letter. 2- copies of current open zoning and building code violations. 3. copies of variance, special use and conditional use permit. 4. copies of certificate of occupancy.",2021/05/25 06:59:59+00,374.0,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,165631.0
-122.12552286100001,47.5853157620001,2800 160th Ave SE,Bellevue,98008,Closed,2021,147221-2 (Bellevue Eastgate Campus),"Please provide a zoning verification letter and copies of any open/unresolved zoning code and building code violations,
variances and/or special/conditional use permits, and Certificates of Occupancy for the property located at:
2800-2802 160th Avenue Southeast (Parcel ID: 112405-9132), 2750 160th Avenue Southeast (Parcel ID: 112405-9133), 2710 160th Avenue Southeast (Parcel ID: 112405-9135), 2810 160th Avenue Southeast (Parcel ID: 112405-9004), 2760 160th Avenue Southeast (Parcel ID: 112405-9134), and 2525 160th Avenue Southeast (Parcel ID: 112405-9136)",2021/07/22 06:59:59+00,374.0,Eastgate,Eastgate,Nonresidential,[OLB] Office and Limited Business,330066.0
-122.175530474,47.6211786490001,12355 NE District Way,Bellevue,980052101,Closed,2021,147892-1,"Please provide a Zoning Verification Letter along with copies of any open/unresolved zoning and building code violations on file, certificates of occupancy and variances, conditional/special use permits (excluding signage) for the property address 12355 Northeast District Way parcel: 793330-0130",2021/07/16 06:59:59+00,374.0,Belred,Belred,Nonresidential,[BR-OR-2] Bel-Red-Office/Residential Node 2,
-122.176464375,47.6225102400001,1288 123rd Ave NE,Bellevue,980052101,Closed,2021,147892-2,"Please provide a Zoning Verification Letter along with copies of any open/unresolved zoning and building code violations on file, certificates of occupancy and variances, conditional/special use permits (excluding signage) for the property address 1288 123rd Avenue Northeast parcel: 793330-0050",2021/07/08 06:59:59+00,374.0,Belred,Belred,Nonresidential,[BR-OR-1] Bel-Red-Office/Residential Node 1,
-122.13448941799999,47.5823922540001,15325 SE 30th Pl  - Bldg 1,Bellevue,98007654,Closed,2021,Eastgate Office Park Zoning Letter,Please see attached,2021/09/08 06:59:59+00,374.0,Eastgate,Eastgate,Nonresidential,[O] Office,611667.0
-122.18410966799999,47.627376358,1930 116th Ave NE,Bellevue,980043019,Closed,2021,147755-1,"Please provide an Zoning Verification Letter , and Copies of active/open Zoning Violations, Building Violations, Certificate of Occupancy or variances found for property address 1930 116th Avenue Northeast, parcel: 282505-9276.",2021/08/03 06:59:59+00,374.0,Belred,Belred,Nonresidential,[BR-MO] Bel-Red-Medical Office,68830.0
-122.194264513,47.6375182260001,3001 112th Ave NE,Bellevue,980042066,Closed,2021,19856,Zoning Letter Request,2021/10/01 06:59:59+00,374.0,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.19003116,47.6272435710001,1800 112th Ave NE,Bellevue,980042939,Closed,2021,Park Heights Office,I need a zoning letter for the property for a refinance the Borrower is doing.,2021/09/21 06:59:59+00,374.0,North Bellevue,Northwest Bellevue,Nonresidential,[O] Office,87167.0
-122.182177959,47.61151985,11900 NE 1st St,Bellevue,98005303,Pending,2021,Ridgewood Plaza,"Please provide a zoning verification letter and copies of and open/unresolved zoning code and building code violations (on file), variances and/or special/conditional use permits, & Certificates of Occupancy for the property located at:&#13;&#10;150, 170, 220, 300, 310, 320, 330 120th Avenue NE & 11900 1st Street NE&#13;&#10;(Parcel ID's: 332505-9018, 332505-9199, 332505-9201, 332505-9200, 332505-9192)&#13;&#10;For reference, please see attached zoning verification letter provided by the City of Bellevue in 2015 at our last research.  Please provide copies of variances and/or special/conditional use permits and Certificates of Occupancy issued from 2015-present.&#13;&#10;(PZR Reference #150606-1)",,374.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,161252.0
-122.19204146,47.594709403000095,1745 114th Ave SE,Bellevue,98004693,Pending,2021,Mercer Pointe Parking Lot Repair,"The project proposes routine maintenance of the a parking lot at the Bellefield Office Park. Given the continuous settlement of the parking lot (1/2 to 1 inch per year), the pavement must be raised to its original condition. The parking lot area spans approximately 1.27 acres and will only consist of in-kind restoration. Construction will include removal of the existing asphalt pavement layer, the addition of lightweight fill to restore the grades, followed by typical pavement sections. The property is located in the Mercer Slough drainage basin and is surrounded by Type II wetlands. Construction activity will be limited to the parking lot area and there will be no encroachment into the wetlands. Existing stormwater drains into the wetlands and the Mercer Slough which is conveyed into Lake Washington. This path will be maintained.",,517.0,Southwest Bellevue,West Bellevue,Nonresidential,[O] Office,259625.0
-122.19090293,47.6263406090001,1750 112th Ave NE,Bellevue,980053727,Closed,2021,Hidden Valley Business Park C234,A Nonresidential Repair or Replacement None Project Involving (1 Exhaust Fan with Duct),2021/02/03 08:00:00+00,191.0,North Bellevue,Northwest Bellevue,Nonresidential,[O] Office,291065.0
-122.163739946,47.621902834,13201 NE Bellevue-Redmond Rd,Bellevue,980052326,Closed,2021,OKI Golf Flr 2 Restroom,A Nonresidential Alteration to Existing Structure None Project Involving (2 Exhaust Fan with Duct),2021/02/03 08:00:00+00,55.0,Belred,Belred,Nonresidential,[BR-ORT] Bel-Red-Office/Residential Transition,47791.0
-122.190085798,47.6045000660001,11245 SE 6th St,Bellevue,98004,Closed,2021,Seattle Funding - Suite 210,"A Nonresidential Alteration to Existing Structure None Project Involving (1 Exhaust Fan with Duct), 20123272 BK",2021/02/08 08:00:00+00,55.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.12616939200001,47.616468308,16023 NE 8th St,Bellevue,980083909,Closed,2021,City of Bellevue Parks,A Nonresidential Repair or Replacement None Project Involving (1 Diffusers or Grilles = < 15),2021/04/07 06:59:59+00,159.0,Crossroads,Lake Hills,Nonresidential,[O] Office,36322.0
-122.130819206,47.584189237,3007 160th Ave SE  - Bldg A,Bellevue,98008,Closed,2021,Microsoft Bldg A,A Nonresidential Alteration to Existing Structure None Project Involving (1 Exhaust Fan with Duct),2021/02/23 08:00:00+00,185.0,Eastgate,Eastgate,Nonresidential,[OLB-OS] Office & Limited Business-Open Space,81540.0
-122.185621565,47.6229473230001,1220 116th Ave NE,Bellevue,980043826,Closed,2021,Seattle Sperm Bank,"A Nonresidential Alteration to Existing Structure None Project Involving (1 Bath Fan, 15 Diffusers or Grilles = < 15, 1 Exhaust Fan with Duct), 21 101777 BZ",2021/03/05 08:00:00+00,228.0,Belred,Belred,Nonresidential,[BR-MO-1] Bel-Red-Medical Office Node,25064.0
-122.191682055,47.627950854000105,1975 112th Ave NE,Bellevue,980042942,Closed,2021,Peak Sport & Spine,"A Nonresidential Alteration to Existing Structure None Project Involving (1 Dryer Exhaust Duct, 1 Bath Fan, 6 Diffusers or Grilles = < 15)",2021/02/18 08:00:00+00,185.0,North Bellevue,Northwest Bellevue,Nonresidential,[O] Office,51632.0
-122.185131045,47.629162922,2100 116th Ave NE,Bellevue,980043016,Closed,2021,Overlake Arthritis,A Nonresidential Alteration to Existing Structure None Project Involving (15 Diffusers or Grilles = < 15),2021/02/19 08:00:00+00,188.0,Belred,Belred,Nonresidential,[BR-MO] Bel-Red-Medical Office,28863.0
-122.182177959,47.61151985,11900 NE 1st St,Bellevue,98005303,Closed,2021,Ridgewood G110,A Nonresidential Repair or Replacement None Project Involving (6 Diffusers or Grilles = < 15),2021/03/09 08:00:00+00,113.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,161252.0
-122.13707102,47.626254163999995,1919 152nd Pl NE,Bellevue,980074211,Closed,2021,Saradagini - Suite 300,"A Nonresidential Alteration to Existing Structure None Project Involving (7 Diffusers or Grilles = < 15, 1 Exhaust Fan with Duct)",2021/05/24 06:59:59+00,81.0,Crossroads,Crossroads,Nonresidential,[O] Office,49489.0
-122.194422428,47.637618681000006,3015 112th Ave NE,Bellevue,980048001,Closed,2021,Westward Seafood,A Nonresidential Alteration to Existing Structure None Project Involving (6 Diffusers or Grilles = < 15),2021/04/22 06:59:59+00,93.0,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.12616939200001,47.616468308,16023 NE 8th St,Bellevue,980083909,Closed,2021,COB Crew Quarters,Replacing existing gas piping. **Plan review waived per Paul Goto**,2021/04/16 06:59:59+00,248.0,Crossroads,Lake Hills,Nonresidential,[O] Office,36322.0
-122.13707102,47.626254163999995,1919 152nd Pl NE,Bellevue,980074211,Closed,2021,Saradagini - Suite 300,A Nonresidential Alteration to Existing Structure None Project Involving (12 Diffusers or Grilles = < 15),2021/04/19 06:59:59+00,120.0,Crossroads,Crossroads,Nonresidential,[O] Office,49489.0
-122.18020156600001,47.612991294,320 120th Ave NE,Bellevue,980053001,Closed,2021,KB Homes - Suite 103,A Nonresidential Alteration to Existing Structure None Project Involving (3 VAV Boxes - Relocating or adding less than 5),2021/05/25 06:59:59+00,260.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,
-122.17037279799999,47.62076522899999,12715 NE Bellevue-Redmond Rd  - Suite 100,Bellevue,98005263,Issued,2021,Yousefian Ste 110,"A Nonresidential Alteration to Existing Structure None Project Involving (7 Diffusers or Grilles = < 15, 7 Exhaust Fan with Duct)",2021/07/26 06:59:59+00,249.0,Belred,Belred,Nonresidential,[BR-ORT] Bel-Red-Office/Residential Transition,
-122.18018874399999,47.612277933,220 120th Ave NE,Bellevue,98005,Closed,2021,Bardy Diagnostics,"A Nonresidential Alteration to Existing Structure None Project Involving (3 Diffusers or Grilles = < 15, 2 Exhaust Fan with Duct)",2021/06/22 06:59:59+00,188.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,
-122.190085798,47.6045000660001,11245 SE 6th St,Bellevue,98004,Closed,2021,Simply Fun,A Nonresidential Alteration to Existing Structure None Project Involving (2 Diffusers or Grilles = < 15),2021/06/30 06:59:59+00,55.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.20687615700001,47.6102456090001,1 100th Ave NE,Bellevue,98004,Issued,2021,Coldstream,A Nonresidential Alteration to Existing Structure None Project Involving (3 VAV Boxes - Relocating or adding less than 5),2021/09/20 06:59:59+00,665.0,North Bellevue,Northwest Bellevue,Nonresidential,[O] Office,43646.0
-122.182963511,47.6108404460001,11811 NE 1st St,Bellevue,980053033,Closed,2021,Eastridge - Suite A300,A Nonresidential Alteration to Existing Structure None Project Involving (2 Diffusers or Grilles = < 15) 1 VAV Box,2021/08/04 06:59:59+00,73.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,103574.0
-122.190628749,47.601383243,11201 SE 8th St,Bellevue,98004642,Closed,2021,JMMK Law - Suite 120,"A Nonresidential Alteration to Existing Structure None Project Involving (3 Diffusers or Grilles = < 15), 21 108400 BZ",2021/08/04 06:59:59+00,55.0,Southwest Bellevue,West Bellevue,Nonresidential,[O] Office,219592.0
-122.18981549899999,47.596510691999995,1756 114th Ave SE,Bellevue,980046931,Issued,2021,Edifecs Fl 1,"A Nonresidential Alteration to Existing Structure None Project Involving (3 VAV Boxes - Relocating or adding less than 5, 1 Exhaust Fan with Duct)",2021/08/11 06:59:59+00,932.0,Southwest Bellevue,West Bellevue,Nonresidential,[O] Office,302067.0
-122.18557085,47.619560083000096,1038 116th Ave NE  - Bldg C,Bellevue,98004461,Closed,2021,Design Market Suite 310,"A Nonresidential Alteration to Existing Structure None Project Involving (15 Diffusers or Grilles = < 15), 21 110061 BZ",2021/08/17 06:59:59+00,133.0,Belred,Belred,Nonresidential,[BR-MO-1] Bel-Red-Medical Office Node,
-122.18728235299999,47.6050372220001,11400 SE 6th St,Bellevue,980046423,Issued,2021,Vacant Suite 125-130,A Nonresidential Alteration to Existing Structure None Project Involving (15 Diffusers or Grilles = < 15),2021/08/19 06:59:59+00,172.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,119921.0
-122.190345271,47.60450291000011,11225 SE 6th St,Bellevue,98004,Closed,2021,Oseran Hahn,A Nonresidential Alteration to Existing Structure None Project Involving (6 Diffusers or Grilles = < 15),2021/08/19 06:59:59+00,82.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.19443016700001,47.6401206560001,10833 Northup Way,Bellevue,980041415,Pending,2021,Northup Pre-Wash NPDES,"THE PROJECT CONSTRUCTS OF A NEW, COVERED VEHICLE WASH FACILITY LOCATED AT THE EXISTING &#13;&#10;WSDOT NORTHUP MAINTENANCE FACILITY.  THE PROJECT IS LOCATED DIRECTLY ADJACENT TO THE &#13;&#10;EXISTING VEHICLE MAINTENANCE SHOP ON THE SW SIDE OF THAT STRUCTURE.  THE FACILITY CONSISTS OF &#13;&#10;A CONCRETE WASH PAD COVERED BY AN ALLSTEEL&#13;&#10;CANOPY AS SHOWN IN THE DOCUMENTS.  THE &#13;&#10;PURPOSE OF THE FACILITY IS TO PROVIDE HOSE END AND UNDER CHASSIS, PRE-WASH RINSING OF WSDOT &#13;&#10;VEHICLES.",,7255.0,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,243684.0
-122.163739946,47.621902834,13201 NE Bellevue-Redmond Rd,Bellevue,980052326,Closed,2021,Oki Golf,Provide and install plumbing fixtures per plans,2021/02/20 08:00:00+00,293.0,Belred,Belred,Nonresidential,[BR-ORT] Bel-Red-Office/Residential Transition,47791.0
-122.18018874399999,47.612277933,220 120th Ave NE,Bellevue,98005,Issued,2021,Bardy Diagnostics,"Non-structural interior tenant improvement. Plumbing scope includes: Rough-in & Install of break room sinks/faucets, hot water tanks, dishwashers (rough-in/hook-up only) bathroom sinks, drinking fountains, tankless under counter water heaters, and floor drains.",2021/04/02 06:59:59+00,519.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,
-122.17873104700001,47.622413136000006,1550 121st Ave NE,Bellevue,980052101,Issued,2021,Facebook Main Building Cafe,"Tenant improvement on Parking Level P1, Floor 1, Floor 5, and Roof of the former REI Headquarters Main Building.  New Cafe commercial kitchen and Brew Station along with modifications to existing commercial fixture layout at the existing Concept Kitchen area per the Architectural and Food Service plans.  Includes new gas water heaters, grease waste, gravity grease interceptor, and sewage ejectors for the Cafe kitchen.  Brew Station grease waste connects to existing GW served by an existing 2,000 gallon grease interceptor on site.",2021/06/19 06:59:59+00,3291.0,Belred,Belred,Nonresidential,[BR-OR-1] Bel-Red-Office/Residential Node 1,
-122.185621565,47.6229473230001,1220 116th Ave NE,Bellevue,980043826,Closed,2021,YIRAE ORT MD FACIAL AESTHETIC SURGERY,"INSTALL WASHER/DRYER, REPLACE SCRUB SINK, 21-104386",2021/04/27 06:59:59+00,224.0,Belred,Belred,Nonresidential,[BR-MO-1] Bel-Red-Medical Office Node,25064.0
-122.17873104700001,47.622413136000006,1550 121st Ave NE,Bellevue,980052101,Issued,2021,Facebook Block 20 - Workplace,"Plumbing tenant improvement - interior tenant improvement on levels 1 - 5.  Work includes limited existing fixture demolition and relocation, addition of backflow preventers for new food service beverage dispensers at micro-kitchens, along with replacement of various existing urinals with water closets. Refer to food service plans for food service fixture definition and locations at micro-kitchens.",2021/06/01 06:59:59+00,1459.0,Belred,Belred,Nonresidential,[BR-OR-1] Bel-Red-Office/Residential Node 1,
-122.17861715299999,47.6225647790001,1525 121st Ave NE,Bellevue,980052101,Issued,2021,Facebook Block 7 - Workplace,"Interior Tenant Improvement on Levels 1 and 2 of South Building (existing north building market hall is excluded from scope of work).  The work includes limited existing fixture demolition and relocation, along with extension of plumbing to new micro-kitchen and catering support areas. Refer to food service plans for food service fixture definition and locations.",2021/05/24 06:59:59+00,652.0,Belred,Belred,Nonresidential,[BR-OR-2] Bel-Red-Office/Residential Node 2,
-122.176464375,47.6225102400001,1288 123rd Ave NE,Bellevue,980052101,Closed,2021,Block 16 Indirect Garage Shaft Drain,Install indirect shaft drain on A Level of parking garage,2021/05/05 06:59:59+00,195.0,Belred,Belred,Nonresidential,[BR-OR-1] Bel-Red-Office/Residential Node 1,
-122.176257814,47.623550796000096,1615 123rd Ave NE  - Lot 5-A,Bellevue,980052101,Pending,2021,Block 5 - Above-Grade Plumbing Permit,"Above-Grade (Levels 1 through 11) plumbing equipment and systems for Block 5 office building., 20-110219 BB",,956.0,Belred,Belred,Nonresidential,[BR-OR-1] Bel-Red-Office/Residential Node 1,
-122.171262701,47.620189076,12515 NE Bellevue-Redmond Rd,Bellevue,980052508,Pending,2021,Jovial Studios,Adding two sinks and plumbing for washer and dryer.,,80.0,Belred,Belred,Nonresidential,[BR-ORT] Bel-Red-Office/Residential Transition,52233.0
-122.152882634,47.632211452,14030 NE 24th St,Bellevue,980073729,Issued,2021,Phynet Dermatology,"Install plumbing for (13) new exam sinks, (1) laboratory sink with eyewash, and (1) kitchen sink with residential dishwasher. New 30 Gallon hot water tank with recirc system.",2021/08/04 06:59:59+00,374.0,Bridle Trails,Bridle Trails,Nonresidential,[PO] Professional Office,39588.0
-122.17061182799999,47.620305120000104,12715 NE Bellevue-Redmond Rd,Bellevue,98005263,Issued,2021,Yousefian Orthodontics,"Install water and dwv to all new fixtures, run nonmedical vacuum and nonmedical air piping to all outlets per plan., 21 102074 BZ",2021/08/25 06:59:59+00,303.0,Belred,Belred,Nonresidential,[BR-ORT] Bel-Red-Office/Residential Transition,
-122.185060654,47.626176357000105,1800 116th Ave NE,Bellevue,980043022,Pending,2021,Overlake Mom & Baby,"Provide and install new equipment. Relocate equipment as required and perform miscellaneous piping modifications, per plans.",,99.0,Belred,Belred,Nonresidential,[BR-MO] Bel-Red-Medical Office,43201.0
-122.17765859999999,47.6213344660001,12190 NE District Way  - Lot 12,Bellevue,980052101,Pending,2021,Bellevue Brewing spring district,"complete plumbing system for brew house, restrooms, restaurant, 21 111137 BY 21 10814 BY",,194.0,Belred,Belred,Nonresidential,[BR-OR-1] Bel-Red-Office/Residential Node 1,20497.0
-122.12540183200001,47.617438529,16100 NE 8th St,Bellevue,980083937,Closed,2021,Bellevue Fire Station,A Nonresidential Repair or Replacement Electrical Project Involving (1 Generator Load Bank Test),2021/01/04 08:00:00+00,71.0,Crossroads,Crossroads,Nonresidential,[O] Office,55994.0
-122.175530474,47.6211786490001,12355 NE District Way,Bellevue,980052101,Issued,2021,Facebook Fl P4-10,A Nonresidential New Structure Low Voltage Only Project Involving (3400 Telecommunications System),2021/01/14 08:00:00+00,5581.0,Belred,Belred,Nonresidential,[BR-OR-2] Bel-Red-Office/Residential Node 2,
-122.194422428,47.637618681000006,3015 112th Ave NE,Bellevue,980048001,Closed,2021,Peter Pan Seafood's,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (140 Telecommunications System),2021/01/15 08:00:00+00,141.0,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.179556516,47.6154063640001,616 120th Ave NE,Bellevue,980053039,Closed,2021,Dept of Labor and Industries,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (1 Security System),2021/01/18 08:00:00+00,124.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,55155.0
-122.153611449,47.6237471360001,1550 140th Ave NE  - Suite 110,Bellevue,980054516,Closed,2021,Creekside Office Association,"A Nonresidential Repair or Replacement Electrical Project Involving (8 Light Fixtures, 4 Added or Altered Branch Circuits)",2021/01/18 08:00:00+00,264.0,Belred,Belred,Nonresidential,[BR-ORT] Bel-Red-Office/Residential Transition,
-122.141562222,47.610237137000105,14812 Main St,Bellevue,98007,Closed,2021,Hopelink,A Nonresidential Alteration to Existing Structure Electrical Project Involving (1 Temporary Service),2021/01/19 08:00:00+00,104.0,Crossroads,Lake Hills,Nonresidential,[O] Office,54347.0
-122.190085798,47.6045000660001,11245 SE 6th St,Bellevue,98004,Closed,2021,Seattle Funding Group,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (28 Telecommunications System),2021/01/27 08:00:00+00,76.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.163739946,47.621902834,13201 NE Bellevue-Redmond Rd,Bellevue,980052326,Closed,2021,OKI GOLF,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (19 Light Fixtures, 4 Receptacles, 5 Switches, 6 Added or Altered Branch Circuits)",2021/01/19 08:00:00+00,424.0,Belred,Belred,Nonresidential,[BR-ORT] Bel-Red-Office/Residential Transition,47791.0
-122.14884349100001,47.631448004,14335 NE 24th St  - Bldg B,Bellevue,980073739,Closed,2021,Infosys,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (50 Telecommunications System),2021/01/19 08:00:00+00,263.0,Belred,Belred,Nonresidential,[BR-OR] Bel-Red Office/Residential,
-122.175530474,47.6211786490001,12355 NE District Way,Bellevue,98005,Closed,2021,Block 24,A Nonresidential Repair or Replacement Electrical Project Involving (2 Heat Trace),2021/01/19 08:00:00+00,430.0,Belred,Belred,Nonresidential,[BR-OR-2] Bel-Red-Office/Residential Node 2,829376.0
-122.14637355200001,47.635595251999995,14615 NE 29th Pl,Bellevue,98007,Closed,2021,Marriott Server Room,A Nonresidential Alteration to Existing Structure Electrical Project Involving (1 Added or Altered Branch Circuits),2021/02/03 08:00:00+00,94.0,Bridle Trails,Bridle Trails,Nonresidential,[OLB] Office and Limited Business,213179.0
-122.190085798,47.6045000660001,11245 SE 6th St,Bellevue,98004,Closed,2021,Seattle Funding Group,"Tenant improvement, refreshing lighting and reworking existing electrical to accommodate new tenant layout. 
*** Plans Waived by Chuck Murray ***",2021/01/07 08:00:00+00,1070.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.175530474,47.6211786490001,12355 NE District Way,Bellevue,98005,Closed,2021,Facebook,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (271 T-Stat or HVAC Controls),2021/01/07 08:00:00+00,859.0,Belred,Belred,Nonresidential,[BR-OR-2] Bel-Red-Office/Residential Node 2,829376.0
-122.18762779,47.614663678999996,515 116th Ave NE,Bellevue,980045205,Closed,2021,Power for the Homeless,Install 87 receptacles on distributed evenly on 10 circuits and install 6 120CFM exhaust fans in the second floor sleeping quarters *Plan review waived by Steve Leighton,2021/01/12 08:00:00+00,2452.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[OLB] Office and Limited Business,
-122.14692620000001,47.63143285500011,14475 NE 24th St  - Bldg A,Bellevue,980073739,Closed,2021,Infosys Building A UPS,"A Nonresidential Alteration to Existing Structure Project Installing {1-Feeder, 1-Uninterruptable Power Supply} Relocating/reinstalling UPS system.  Add new feeder from existing panel.  Add new fused disconnect.  Connect UPS protected server room circuits. **Plan review waived by Chuck Murray**",2021/01/13 08:00:00+00,261.0,Belred,Belred,Nonresidential,[BR-OR] Bel-Red Office/Residential,
-122.17956343700001,47.615911829,626 120th Ave NE,Bellevue,980053039,Closed,2021,Department of Labor and Industry,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (6 Receptacles, 3 Office Furniture, 10 Added or Altered Branch Circuits)",2021/01/20 08:00:00+00,162.0,Wilburton/ne 8th St,Wilburton,Nonresidential,[O] Office,55348.0
-122.152884825,47.61834730100001,902 140th Ave NE,Bellevue,98007348,Closed,2021,WSCPA's,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (1 Security System),2021/02/04 08:00:00+00,52.0,Wilburton/ne 8th St,Crossroads,Nonresidential,[O] Office,63497.0
-122.15298289299999,47.619642485,1050 140th Ave NE,Bellevue,980072972,Closed,2021,ICHS Bellevue,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (125 Telecommunications System),2021/01/25 08:00:00+00,140.0,Wilburton/ne 8th St,Crossroads,Nonresidential,[PO] Professional Office,44281.0
-122.152884825,47.61834730100001,902 140th Ave NE,Bellevue,98007348,Issued,2021,WSCPA's,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (1 Intercom and Communication),2021/02/04 08:00:00+00,59.0,Wilburton/ne 8th St,Crossroads,Nonresidential,[O] Office,63497.0
-122.19090293,47.6263406090001,1750 112th Ave NE,Bellevue,980053727,Closed,2021,Simerics,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (4 Switches, 4 Added or Altered Branch Circuits)",2021/01/25 08:00:00+00,98.0,North Bellevue,Northwest Bellevue,Nonresidential,[O] Office,291065.0
-122.130819206,47.584189237,3007 160th Ave SE  - Bldg A,Bellevue,98008,Issued,2021,Microsoft  BLDG A,A Nonresidential Repair or Replacement Electrical Project Involving (1 Added or Altered Branch Circuits),2021/01/26 08:00:00+00,71.0,Eastgate,Eastgate,Nonresidential,[OLB-OS] Office & Limited Business-Open Space,81540.0
-122.129280406,47.58334700100001,3003 160th Ave SE  - Bldg C,Bellevue,98008,Issued,2021,Microsoft  BLDG C,A Nonresidential Repair or Replacement Electrical Project Involving (4 Added or Altered Branch Circuits),2021/01/26 08:00:00+00,71.0,Eastgate,Eastgate,Nonresidential,[OLB-OS] Office & Limited Business-Open Space,251818.0
-122.131153914,47.583481807000105,3009 160th Ave SE  - Bldg B,Bellevue,98008,Issued,2021,Microsoft   BLDG B,A Nonresidential Repair or Replacement Electrical Project Involving (4 Added or Altered Branch Circuits),2021/01/26 08:00:00+00,71.0,Eastgate,Eastgate,Nonresidential,[OLB-OS] Office & Limited Business-Open Space,89841.0
-122.183995449,47.62616630000011,1838 116th Ave NE,Bellevue,98004302,Issued,2021,City of Bellevue  Lobby,A Nonresidential Alteration to Existing Structure Electrical Project Involving (1 Added or Altered Branch Circuits),2021/01/26 08:00:00+00,208.0,Belred,Belred,Nonresidential,[BR-MO] Bel-Red-Medical Office,53594.0
-122.190085798,47.6045000660001,11245 SE 6th St,Bellevue,98004,Closed,2021,Lincoln Plaza Suite 140,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (1 Light Fixtures, 3 Receptacles, 4 Added or Altered Branch Circuits)",2021/01/26 08:00:00+00,643.0,Southwest Bellevue,West Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.143513461,47.577795408,14725 SE 36th St,Bellevue,,Closed,2021,Crestwood 2nd Floor Market Ready,A Nonresidential Alteration to Existing Structure Electrical Project Involving installing 6 new light fixtures. Relamp/relocate existing fixtures as needed.,2021/01/26 08:00:00+00,235.0,Eastgate,Eastgate,Nonresidential,[O] Office,45748.0
-122.19435475,47.637575629,3009 112th Ave NE,Bellevue,980042066,Closed,2021,Axia,A Nonresidential Alteration to Existing Structure Low Voltage Only Project Involving (5 T-Stat or HVAC Controls),2021/01/27 08:00:00+00,52.0,North Bellevue,Northwest Bellevue,Nonresidential,[OLB] Office and Limited Business,
-122.1848277,47.6306302950001,2380 116th Ave NE,Bellevue,980043036,Issued,2021,PSE,"A Nonresidential Alteration to Existing Structure Electrical Project Involving (1 Receptacles, 1 Added or Altered Branch Circuits)",2021/02/01 08:00:00+00,71.0,Belred,Belred,Nonresidential,[BR-MO] Bel-Red-Medical Office,63690.0
